invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
543669,2011-02-11 11:22:00,2011-02,United Kingdom,United Kingdom,Weekday,2256.0,2400,1,16029,0.9676810740539025,True,False
565491,2011-09-05 11:41:00,2011-09,United Kingdom,United Kingdom,Weekday,2251.94,1066,19,13881,0.9654006462363512,True,False
579986,2011-12-01 11:18:00,2011-12,United Kingdom,United Kingdom,Weekday,2251.51,1167,14,13777,0.9651591230931132,True,False
572765,2011-10-26 10:02:00,2011-10,United Kingdom,United Kingdom,Weekday,2251.2,672,3,16013,0.9649850017572901,True,False
570087,2011-10-07 11:26:00,2011-10,United Kingdom,United Kingdom,Weekday,2246.0299999999997,500,78,,0.9620811072211473,True,False
566220,2011-09-09 15:53:00,2011-09,United Kingdom,United Kingdom,Weekday,2243.7,1128,25,15251,0.9607723887938334,True,False
565213,2011-09-01 17:19:00,2011-09,EIRE,International,Weekday,2242.3199999999997,1776,8,14911,0.9599972680085573,True,False
568095,2011-09-23 14:49:00,2011-09,EIRE,International,Weekday,2241.81,1242,120,14911,0.9597108103270424,True,False
581179,2011-12-07 15:43:00,2011-12,Germany,International,Weekday,2238.5099999999998,890,38,12471,0.9578572606231214,True,False
548516,2011-03-31 16:28:00,2011-03,United Kingdom,United Kingdom,Weekday,2234.58,653,193,,0.9556498514302703,True,False
555947,2011-06-08 10:45:00,2011-06,EIRE,International,Weekday,2233.28,2090,57,14911,0.9549196651832712,True,False
577852,2011-11-22 11:08:00,2011-11,United Kingdom,United Kingdom,Weekday,2232.0,480,1,16532,0.9542007125708412,True,False
558523,2011-06-30 10:44:00,2011-06,United Kingdom,United Kingdom,Weekday,2231.3,2105,3,17949,0.9538075353609187,True,False
541975,2011-01-24 14:24:00,2011-01,Hong Kong,International,Weekday,2230.96,1061,47,,0.9536165635732419,True,False
574707,2011-11-06 14:08:00,2011-11,United Kingdom,United Kingdom,Weekend,2227.86,1296,76,17107,0.9518753502150131,True,False
557571,2011-06-21 10:53:00,2011-06,United Kingdom,United Kingdom,Weekday,2221.84,2668,13,12830,0.9484940262096786,True,False
550137,2011-04-14 13:59:00,2011-04,Germany,International,Weekday,2221.02,728,57,12477,0.9480334471923406,True,False
554694,2011-05-25 17:06:00,2011-05,United Kingdom,United Kingdom,Weekday,2216.87,549,219,,0.9457024680192279,True,False
538148,2010-12-09 16:26:00,2010-12,United Kingdom,United Kingdom,Weekday,2215.27,225,111,,0.9448037772536906,True,False
559357,2011-07-07 18:56:00,2011-07,United Kingdom,United Kingdom,Weekday,2215.25,581,64,17107,0.9447925436191213,True,False
578358,2011-11-24 10:35:00,2011-11,United Kingdom,United Kingdom,Weekday,2210.64,948,12,15482,0.9422031908509165,True,False
550823,2011-04-21 09:36:00,2011-04,United Kingdom,United Kingdom,Weekday,2210.05,1270,26,16133,0.9418717986311248,True,False
577021,2011-11-17 12:39:00,2011-11,United Kingdom,United Kingdom,Weekday,2209.74,906,3,12931,0.9416976772953017,True,False
563575,2011-08-17 15:05:00,2011-08,United Kingdom,United Kingdom,Weekday,2209.04,2084,3,17949,0.9413045000853792,True,False
560035,2011-07-14 13:41:00,2011-07,United Kingdom,United Kingdom,Weekday,2204.36,865,72,17706,0.9386758295961823,True,False
565234,2011-09-02 09:38:00,2011-09,United Kingdom,United Kingdom,Weekday,2201.61,501,229,,0.9371312048429149,True,False
567671,2011-09-21 15:34:00,2011-09,United Kingdom,United Kingdom,Weekday,2199.2799999999997,597,285,,0.9358224864156008,True,False
572326,2011-10-24 09:55:00,2011-10,United Kingdom,United Kingdom,Weekday,2199.12,1416,18,14607,0.9357326173390472,True,False
570113,2011-10-07 12:31:00,2011-10,United Kingdom,United Kingdom,Weekday,2198.13,1469,33,15874,0.935176552427871,True,False
557502,2011-06-20 15:32:00,2011-06,United Kingdom,United Kingdom,Weekday,2192.19,460,203,,0.9318401629608133,True,False
547947,2011-03-28 15:03:00,2011-03,United Kingdom,United Kingdom,Weekday,2188.5,1310,22,15032,0.9297675573827926,True,False
559337,2011-07-07 16:27:00,2011-07,United Kingdom,United Kingdom,Weekday,2184.93,672,298,,0.9277623536121872,True,False
565675,2011-09-06 09:51:00,2011-09,United Kingdom,United Kingdom,Weekday,2184.59,601,38,15513,0.9275713818245106,True,False
548718,2011-04-04 08:50:00,2011-04,EIRE,International,Weekday,2183.82,1162,14,14156,0.9271388868935958,True,False
554514,2011-05-24 15:58:00,2011-05,United Kingdom,United Kingdom,Weekday,2181.85,620,257,,0.9260323738885277,True,False
566576,2011-09-13 13:21:00,2011-09,United Kingdom,United Kingdom,Weekday,2180.3,977,20,13098,0.9251617672094135,True,False
573362,2011-10-30 13:06:00,2011-10,Spain,International,Weekend,2176.45,1484,116,12597,0.9229992925548388,True,False
536784,2010-12-02 15:20:00,2010-12,United Kingdom,United Kingdom,Weekday,2170.9,1330,25,15061,0.9198819589618811,True,False
540458,2011-01-07 12:28:00,2011-01,Germany,International,Weekday,2169.39,1783,149,12501,0.919033819551905,True,False
568193,2011-09-25 14:37:00,2011-09,United Kingdom,United Kingdom,Weekend,2166.21,1089,97,17107,0.9172476716553994,True,False
537642,2010-12-07 15:33:00,2010-12,United Kingdom,United Kingdom,Weekday,2164.51,256,122,,0.9162928127170161,True,False
568877,2011-09-29 12:31:00,2011-09,United Kingdom,United Kingdom,Weekday,2163.95,891,18,14680,0.9159782709490778,True,False
568408,2011-09-27 10:40:00,2011-09,United Kingdom,United Kingdom,Weekday,2162.45,504,61,,0.9151357483563864,True,False
547396,2011-03-22 16:54:00,2011-03,United Kingdom,United Kingdom,Weekday,2162.2599999999998,472,77,,0.9150290288279789,True,False
548257,2011-03-30 10:54:00,2011-03,United Kingdom,United Kingdom,Weekday,2161.32,1104,28,13802,0.9145010480032258,True,False
568134,2011-09-23 17:02:00,2011-09,United Kingdom,United Kingdom,Weekday,2159.73,586,257,,0.913607974054973,True,False
570701,2011-10-12 09:35:00,2011-10,United Kingdom,United Kingdom,Weekday,2159.3,1158,37,16652,0.9133664509117349,True,False
538354,2010-12-10 15:45:00,2010-12,United Kingdom,United Kingdom,Weekday,2157.64,1040,68,16873,0.9124340592424895,True,False
559032,2011-07-05 14:53:00,2011-07,United Kingdom,United Kingdom,Weekday,2156.44,1502,36,17511,0.9117600411683366,True,False
569640,2011-10-05 12:25:00,2011-10,Germany,International,Weekday,2145.38,962,27,12471,0.9055478412515593,True,False
556718,2011-06-14 11:02:00,2011-06,United Kingdom,United Kingdom,Weekday,2145.0,780,1,16013,0.905334402194744,True,False
571508,2011-10-17 15:27:00,2011-10,United Kingdom,United Kingdom,Weekday,2144.38,784,331,,0.9049861595230984,True,False
571289,2011-10-16 15:27:00,2011-10,United Kingdom,United Kingdom,Weekend,2142.79,1370,68,15113,0.9040930855748455,True,False
562715,2011-08-08 15:34:00,2011-08,United Kingdom,United Kingdom,Weekday,2138.62,529,196,,0.9017508727671636,True,False
554310,2011-05-23 15:25:00,2011-05,United Kingdom,United Kingdom,Weekday,2133.63,497,162,,0.8989480809421438,True,False
579093,2011-11-28 10:54:00,2011-11,United Kingdom,United Kingdom,Weekday,2123.92,1322,63,13081,0.8934941513587886,True,False
571931,2011-10-19 16:59:00,2011-10,United Kingdom,United Kingdom,Weekday,2120.09,572,261,,0.8913429103387834,True,False
548968,2011-04-05 10:58:00,2011-04,Singapore,International,Weekday,2118.74,1384,52,12744,0.8905846400053611,True,False
574534,2011-11-04 14:26:00,2011-11,United Kingdom,United Kingdom,Weekday,2118.12,1005,16,15061,0.8902363973337154,True,False
566985,2011-09-16 10:42:00,2011-09,United Kingdom,United Kingdom,Weekday,2117.26,312,119,,0.8897533510472392,True,False
545530,2011-03-03 13:45:00,2011-03,United Kingdom,United Kingdom,Weekday,2114.71,1345,98,17416,0.8883210626396638,True,False
570871,2011-10-12 16:36:00,2011-10,United Kingdom,United Kingdom,Weekday,2110.05,672,283,,0.8857036257850361,True,False
556484,2011-06-12 13:17:00,2011-06,United Kingdom,United Kingdom,Weekend,2108.7000000000003,2183,195,16938,0.884945355451614,True,False
548169,2011-03-29 13:48:00,2011-03,United Kingdom,United Kingdom,Weekday,2106.46,1250,29,14680,0.8836871883798615,True,False
556237,2011-06-09 15:34:00,2011-06,United Kingdom,United Kingdom,Weekday,2106.34,604,243,,0.8836197865724462,True,False
555352,2011-06-02 12:46:00,2011-06,United Kingdom,United Kingdom,Weekday,2105.98,1110,11,15838,0.8834175811502003,True,False
539631,2010-12-20 15:03:00,2010-12,United Kingdom,United Kingdom,Weekday,2104.0,416,244,,0.8823054513278477,True,False
546067,2011-03-09 10:58:00,2011-03,United Kingdom,United Kingdom,Weekday,2099.7,780,4,17450,0.8798902198954658,True,False
539595,2010-12-20 13:43:00,2010-12,United Kingdom,United Kingdom,Weekday,2094.9,418,267,,0.8771941475988537,True,False
540352,2011-01-06 14:27:00,2011-01,United Kingdom,United Kingdom,Weekday,2094.11,783,335,,0.8767504190333696,True,False
545895,2011-03-07 17:14:00,2011-03,United Kingdom,United Kingdom,Weekday,2092.33,554,223,,0.8757506255567091,True,False
563589,2011-08-17 19:40:00,2011-08,United Kingdom,United Kingdom,Weekday,2080.0,260,13,17450,0.8688250898447865,True,False
570522,2011-10-11 10:46:00,2011-10,United Kingdom,United Kingdom,Weekday,2076.0,1164,7,16029,0.8665783629309429,True,False
579501,2011-11-29 16:16:00,2011-11,United Kingdom,United Kingdom,Weekday,2075.81,625,29,14088,0.8664716434025352,True,False
576051,2011-11-13 14:45:00,2011-11,EIRE,International,Weekend,2068.4900000000002,945,69,14911,0.8623601331502018,True,False
577393,2011-11-18 17:06:00,2011-11,United Kingdom,United Kingdom,Weekday,2068.09,806,22,14031,0.8621354604588174,True,False
560887,2011-07-21 16:28:00,2011-07,United Kingdom,United Kingdom,Weekday,2064.8,944,4,16041,0.8602875275721811,True,False
567461,2011-09-20 12:31:00,2011-09,United Kingdom,United Kingdom,Weekday,2064.34,456,70,,0.860029153977089,True,False
539465,2010-12-19 11:38:00,2010-12,United Kingdom,United Kingdom,Weekend,2062.44,876,12,16684,0.8589619586930133,True,False
568697,2011-09-28 14:57:00,2011-09,United Kingdom,United Kingdom,Weekday,2062.06,934,17,16281,0.8587485196361981,True,False
557222,2011-06-17 13:14:00,2011-06,Channel Islands,International,Weekday,2060.0299999999997,836,81,14936,0.8576083057274224,True,False
578541,2011-11-24 15:01:00,2011-11,France,International,Weekday,2059.57,821,123,14277,0.8573499321323306,True,False
539307,2010-12-16 17:43:00,2010-12,United Kingdom,United Kingdom,Weekday,2054.92,2856,40,13694,0.8547381120949874,True,False
548820,2011-04-04 13:04:00,2011-04,Singapore,International,Weekday,2053.07,1,1,12744,0.8536990008973349,True,False
542102,2011-01-25 13:26:00,2011-01,Singapore,International,Weekday,2053.07,1091,56,12744,0.8536990008973349,True,False
543713,2011-02-11 11:46:00,2011-02,United Kingdom,United Kingdom,Weekday,2053.0,490,104,,0.8536596831763426,True,False
549577,2011-04-11 08:16:00,2011-04,United Kingdom,United Kingdom,Weekday,2050.08,1998,141,14286,0.8520195725292367,True,False
581107,2011-12-07 12:15:00,2011-12,United Kingdom,United Kingdom,Weekday,2046.0,620,1,16000,0.8497279110771163,True,False
554552,2011-05-25 09:58:00,2011-05,United Kingdom,United Kingdom,Weekday,2044.8400000000001,1196,8,13694,0.8490763602721018,True,False
552563,2011-05-10 11:54:00,2011-05,United Kingdom,United Kingdom,Weekday,2044.3700000000001,1176,55,17597,0.8488123698597251,True,False
550193,2011-04-15 09:27:00,2011-04,United Kingdom,United Kingdom,Weekday,2042.761,886,93,13952,0.8479086239586314,True,False
549586,2011-04-11 10:00:00,2011-04,United Kingdom,United Kingdom,Weekday,2040.58,462,66,,0.8466835961088582,True,False
573452,2011-10-31 10:45:00,2011-10,United Kingdom,United Kingdom,Weekday,2039.24,656,8,17450,0.8459309425927207,True,False
576910,2011-11-17 09:51:00,2011-11,Germany,International,Weekday,2037.69,473,45,12477,0.8450603359136064,True,False
569898,2011-10-06 16:08:00,2011-10,United Kingdom,United Kingdom,Weekday,2037.0,559,254,,0.8446727755209683,True,False
569337,2011-10-03 14:09:00,2011-10,United Kingdom,United Kingdom,Weekday,2034.0,600,6,17396,0.8429877303355856,True,False
566927,2011-09-15 15:20:00,2011-09,United Kingdom,United Kingdom,Weekday,2033.1,1,1,17846,0.8424822167799708,True,False
566259,2011-09-11 12:45:00,2011-09,United Kingdom,United Kingdom,Weekend,2027.94,606,7,17317,0.8395839390611127,True,False
564754,2011-08-30 10:29:00,2011-08,United Kingdom,United Kingdom,Weekday,2026.73,488,266,,0.838904304169675,True,False
543828,2011-02-14 09:45:00,2011-02,EIRE,International,Weekday,2024.57,939,76,14156,0.8376910716361995,True,False
562282,2011-08-04 10:38:00,2011-08,United Kingdom,United Kingdom,Weekday,2022.6,1320,35,13098,0.8365845586311315,True,False
537618,2010-12-07 13:50:00,2010-12,United Kingdom,United Kingdom,Weekday,2022.16,956,16,15061,0.8363374186706088,True,False
567374,2011-09-20 09:40:00,2011-09,United Kingdom,United Kingdom,Weekday,2020.52,812,17,15341,0.8354162606359329,True,False
578811,2011-11-25 13:28:00,2011-11,Norway,International,Weekday,2016.78,594,49,12438,0.8333155709714892,True,False
565117,2011-09-01 11:33:00,2011-09,United Kingdom,United Kingdom,Weekday,2016.32,892,69,13089,0.8330571973763972,True,False
570598,2011-10-11 11:55:00,2011-10,United Kingdom,United Kingdom,Weekday,2016.31,889,90,14175,0.8330515805591125,True,False
550667,2011-04-20 09:48:00,2011-04,United Kingdom,United Kingdom,Weekday,2016.0,5040,6,13027,0.8328774592232897,True,False
569545,2011-10-04 16:37:00,2011-10,United Kingdom,United Kingdom,Weekday,2014.98,524,292,,0.8323045438602596,True,False
566952,2011-09-15 16:37:00,2011-09,United Kingdom,United Kingdom,Weekday,2008.83,767,225,,0.8288502012302251,True,False
541809,2011-01-21 14:58:00,2011-01,United Kingdom,United Kingdom,Weekday,2007.44,463,88,,0.8280694636276645,True,False
561208,2011-07-25 16:39:00,2011-07,United Kingdom,United Kingdom,Weekday,2007.3999999999999,2924,27,15372,0.828046996358526,True,False
581110,2011-12-07 12:17:00,2011-12,United Kingdom,United Kingdom,Weekday,2002.5,150,1,16000,0.8252947558890678,True,False
536830,2010-12-02 17:38:00,2010-12,United Kingdom,United Kingdom,Weekday,2002.4,4280,2,16754,0.8252385877162217,True,False
572082,2011-10-20 14:18:00,2011-10,United Kingdom,United Kingdom,Weekday,2000.33,1047,69,17672,0.8240759065383075,True,False
577822,2011-11-22 09:34:00,2011-11,United Kingdom,United Kingdom,Weekday,2000.0,1600,10,14607,0.8238905515679155,True,False
545215,2011-02-28 16:47:00,2011-02,United Kingdom,United Kingdom,Weekday,1995.37,573,223,,0.8212899651651415,True,False
553013,2011-05-12 18:19:00,2011-05,United Kingdom,United Kingdom,Weekday,1995.25,681,173,,0.8212225633577263,True,False
544909,2011-02-24 14:32:00,2011-02,United Kingdom,United Kingdom,Weekday,1991.26,1814,38,14298,0.8189814532611673,True,False
554151,2011-05-23 11:07:00,2011-05,United Kingdom,United Kingdom,Weekday,1989.73,1251,141,14049,0.8181220802166222,True,False
537456,2010-12-07 09:43:00,2010-12,United Kingdom,United Kingdom,Weekday,1989.2399999999998,780,2,17450,0.8178468561696762,True,False
543192,2011-02-04 11:55:00,2011-02,United Kingdom,United Kingdom,Weekday,1987.62,2910,7,17381,0.8169369317695697,True,False
557217,2011-06-17 12:30:00,2011-06,United Kingdom,United Kingdom,Weekday,1987.19,1259,98,17426,0.8166954086263316,True,False
555397,2011-06-02 17:26:00,2011-06,United Kingdom,United Kingdom,Weekday,1986.12,423,211,,0.8160944091768784,True,False
550500,2011-04-18 15:26:00,2011-04,United Kingdom,United Kingdom,Weekday,1984.6299999999999,507,233,,0.8152575034014716,True,False
569406,2011-10-04 09:09:00,2011-10,United Kingdom,United Kingdom,Weekday,1983.46,1893,70,16253,0.8146003357791725,True,False
576688,2011-11-16 12:16:00,2011-11,United Kingdom,United Kingdom,Weekday,1980.26,924,91,16717,0.8128029542480976,True,False
568567,2011-09-27 18:41:00,2011-09,United Kingdom,United Kingdom,Weekday,1978.27,763,273,,0.8116852076084604,True,False
570268,2011-10-10 10:16:00,2011-10,United Kingdom,United Kingdom,Weekday,1978.22,908,21,13098,0.8116571235220374,True,False
573584,2011-10-31 14:36:00,2011-10,United Kingdom,United Kingdom,Weekday,1976.5800000000002,628,39,16705,0.8107359654873616,True,False
575255,2011-11-09 11:55:00,2011-11,United Kingdom,United Kingdom,Weekday,1975.0,788,5,15769,0.8098485083563933,True,False
552710,2011-05-11 07:35:00,2011-05,United Kingdom,United Kingdom,Weekday,1974.06,1015,42,13098,0.8093205275316401,True,False
570253,2011-10-10 09:18:00,2011-10,EIRE,International,Weekday,1974.0,360,2,14156,0.8092868266279325,True,False
544651,2011-02-22 12:51:00,2011-02,United Kingdom,United Kingdom,Weekday,1972.7,1740,23,13694,0.8085566403809333,True,False
557628,2011-06-21 14:31:00,2011-06,United Kingdom,United Kingdom,Weekday,1966.66,1226,29,15311,0.8051640827410296,True,False
553148,2011-05-13 14:09:00,2011-05,Hong Kong,International,Weekday,1966.16,1262,93,,0.8048832418767992,True,False
557466,2011-06-20 13:08:00,2011-06,Germany,International,Weekday,1965.74,1357,83,13815,0.8046473355508456,True,False
563638,2011-08-18 10:36:00,2011-08,United Kingdom,United Kingdom,Weekday,1964.85,1154,86,15311,0.8041474388125153,True,False
554071,2011-05-22 11:17:00,2011-05,United Kingdom,United Kingdom,Weekend,1961.05,285,7,13113,0.8020130482443639,True,False
559941,2011-07-14 10:20:00,2011-07,United Kingdom,United Kingdom,Weekday,1960.7999999999997,400,3,17396,0.8018726278122487,True,False
548373,2011-03-30 16:34:00,2011-03,United Kingdom,United Kingdom,Weekday,1959.6499999999999,452,216,,0.8012266938245187,True,False
553523,2011-05-17 14:46:00,2011-05,United Kingdom,United Kingdom,Weekday,1957.1699999999998,416,60,,0.7998337231379357,True,False
575725,2011-11-10 18:46:00,2011-11,United Kingdom,United Kingdom,Weekday,1955.68,1103,32,13098,0.798996817362529,True,False
550953,2011-04-21 16:17:00,2011-04,United Kingdom,United Kingdom,Weekday,1953.26,398,187,,0.7976375475796537,True,False
569374,2011-10-03 16:14:00,2011-10,United Kingdom,United Kingdom,Weekday,1951.59,575,237,,0.796699539093124,True,False
558552,2011-06-30 12:42:00,2011-06,United Kingdom,United Kingdom,Weekday,1948.92,1044,9,13694,0.7951998488781334,True,False
566281,2011-09-11 14:15:00,2011-09,United Kingdom,United Kingdom,Weekend,1948.35,1437,136,12748,0.7948796902929107,True,False
538174,2010-12-10 09:35:00,2010-12,Germany,International,Weekday,1947.01,1063,46,12471,0.7941270367767731,True,False
565967,2011-09-08 11:27:00,2011-09,Netherlands,International,Weekday,1944.6,1012,51,14646,0.7927733838111823,True,False
545226,2011-03-01 09:33:00,2011-03,Finland,International,Weekday,1943.4,852,95,12428,0.7920993657370294,True,False
573601,2011-10-31 15:24:00,2011-10,United Kingdom,United Kingdom,Weekday,1943.34,282,117,,0.7920656648333216,True,False
569555,2011-10-05 08:17:00,2011-10,United Kingdom,United Kingdom,Weekday,1943.1299999999999,1019,113,17728,0.7919477116703448,True,False
