invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
539018,2010-12-15 14:00:00,2010-12,United Kingdom,United Kingdom,Weekday,283.53000000000003,158,16,16134
539019,2010-12-15 14:12:00,2010-12,United Kingdom,United Kingdom,Weekday,290.34,142,39,17551
539030,2010-12-15 14:25:00,2010-12,United Kingdom,United Kingdom,Weekday,755.3000000000001,390,18,13089
539032,2010-12-15 14:25:00,2010-12,United Kingdom,United Kingdom,Weekday,74.4,40,5,18050
539033,2010-12-15 14:26:00,2010-12,United Kingdom,United Kingdom,Weekday,228.6,36,1,16365
539034,2010-12-15 14:29:00,2010-12,United Kingdom,United Kingdom,Weekday,209.65,83,21,16161
539036,2010-12-15 14:35:00,2010-12,United Kingdom,United Kingdom,Weekday,300.87,423,17,14913
539038,2010-12-15 14:45:00,2010-12,United Kingdom,United Kingdom,Weekday,308.37,357,20,15641
539039,2010-12-15 15:00:00,2010-12,United Kingdom,United Kingdom,Weekday,1256.32,930,61,13124
539040,2010-12-15 15:14:00,2010-12,United Kingdom,United Kingdom,Weekday,171.05,43,14,17214
539041,2010-12-15 15:34:00,2010-12,United Kingdom,United Kingdom,Weekday,231.22,410,25,15456
539042,2010-12-15 15:37:00,2010-12,United Kingdom,United Kingdom,Weekday,209.08,164,11,15062
539043,2010-12-15 15:45:00,2010-12,United Kingdom,United Kingdom,Weekday,392.34000000000003,250,17,12928
539044,2010-12-15 15:47:00,2010-12,United Kingdom,United Kingdom,Weekday,1516.95,535,65,15727
539045,2010-12-15 15:48:00,2010-12,United Kingdom,United Kingdom,Weekday,19.25,25,3,
539046,2010-12-15 15:50:00,2010-12,United Kingdom,United Kingdom,Weekday,295.2,235,15,17980
539047,2010-12-15 16:03:00,2010-12,United Kingdom,United Kingdom,Weekday,219.6,168,8,15290
539048,2010-12-15 16:19:00,2010-12,United Kingdom,United Kingdom,Weekday,80.64,192,1,17752
539049,2010-12-15 16:21:00,2010-12,United Kingdom,United Kingdom,Weekday,1048.64,364,23,15615
539050,2010-12-15 16:21:00,2010-12,France,International,Weekday,195.89,134,67,12577
539051,2010-12-15 16:24:00,2010-12,United Kingdom,United Kingdom,Weekday,14.850000000000001,3,1,15615
539052,2010-12-15 16:26:00,2010-12,United Kingdom,United Kingdom,Weekday,17.700000000000003,6,1,15615
539053,2010-12-15 16:32:00,2010-12,United Kingdom,United Kingdom,Weekday,196.85,68,44,16725
539056,2010-12-15 16:38:00,2010-12,United Kingdom,United Kingdom,Weekday,1.45,1,1,16725
539064,2010-12-15 16:50:00,2010-12,United Kingdom,United Kingdom,Weekday,58.7,8,6,17912
539070,2010-12-15 17:01:00,2010-12,United Kingdom,United Kingdom,Weekday,19.9,26,3,
539074,2010-12-15 17:15:00,2010-12,United Kingdom,United Kingdom,Weekday,55.5,11,10,
539075,2010-12-15 17:28:00,2010-12,United Kingdom,United Kingdom,Weekday,226.57000000000002,102,36,17189
539076,2010-12-16 08:03:00,2010-12,United Kingdom,United Kingdom,Weekday,391.0,96,5,16525
539077,2010-12-16 08:05:00,2010-12,United Kingdom,United Kingdom,Weekday,314.54999999999995,177,3,13089
539078,2010-12-16 08:10:00,2010-12,United Kingdom,United Kingdom,Weekday,379.68,330,9,13408
539079,2010-12-16 08:39:00,2010-12,United Kingdom,United Kingdom,Weekday,271.05,79,10,17496
539080,2010-12-16 08:41:00,2010-12,United Kingdom,United Kingdom,Weekday,404.82,113,7,16607
539081,2010-12-16 09:07:00,2010-12,United Kingdom,United Kingdom,Weekday,2.95,1,1,
539082,2010-12-16 09:22:00,2010-12,United Kingdom,United Kingdom,Weekday,205.8,78,12,13317
539083,2010-12-16 09:23:00,2010-12,United Kingdom,United Kingdom,Weekday,32.25,15,2,13317
539084,2010-12-16 09:31:00,2010-12,United Kingdom,United Kingdom,Weekday,190.35,93,11,13890
539085,2010-12-16 09:35:00,2010-12,United Kingdom,United Kingdom,Weekday,164.64,120,3,12748
539086,2010-12-16 09:35:00,2010-12,United Kingdom,United Kingdom,Weekday,397.96,260,12,17001
539087,2010-12-16 09:44:00,2010-12,United Kingdom,United Kingdom,Weekday,1168.2,566,12,13093
539088,2010-12-16 09:45:00,2010-12,United Kingdom,United Kingdom,Weekday,1827.91,737,24,13093
539089,2010-12-16 09:46:00,2010-12,United Kingdom,United Kingdom,Weekday,186.0,86,12,15246
539091,2010-12-16 09:52:00,2010-12,United Kingdom,United Kingdom,Weekday,163.8,50,5,13756
539092,2010-12-16 10:08:00,2010-12,United Kingdom,United Kingdom,Weekday,351.84000000000003,172,5,15482
539093,2010-12-16 10:10:00,2010-12,United Kingdom,United Kingdom,Weekday,196.60000000000002,68,2,15482
539094,2010-12-16 10:12:00,2010-12,United Kingdom,United Kingdom,Weekday,157.35000000000002,57,7,13021
539095,2010-12-16 10:18:00,2010-12,United Kingdom,United Kingdom,Weekday,300.46,160,15,16037
539096,2010-12-16 10:19:00,2010-12,United Kingdom,United Kingdom,Weekday,313.2,216,1,13089
539098,2010-12-16 10:28:00,2010-12,United Kingdom,United Kingdom,Weekday,395.16,274,19,14841
539099,2010-12-16 10:30:00,2010-12,United Kingdom,United Kingdom,Weekday,403.61,256,29,16670
539101,2010-12-16 10:35:00,2010-12,United Kingdom,United Kingdom,Weekday,6930.0,4800,11,16029
539102,2010-12-16 10:37:00,2010-12,United Kingdom,United Kingdom,Weekday,1431.6,984,4,16029
539103,2010-12-16 10:38:00,2010-12,United Kingdom,United Kingdom,Weekday,933.3199999999999,367,18,16985
539105,2010-12-16 10:43:00,2010-12,United Kingdom,United Kingdom,Weekday,212.33,69,8,14825
539106,2010-12-16 10:51:00,2010-12,United Kingdom,United Kingdom,Weekday,920.52,632,12,16705
539107,2010-12-16 10:52:00,2010-12,United Kingdom,United Kingdom,Weekday,211.2,96,3,16705
539108,2010-12-16 11:03:00,2010-12,United Kingdom,United Kingdom,Weekday,204.0,48,1,16013
539109,2010-12-16 11:07:00,2010-12,United Kingdom,United Kingdom,Weekday,1491.0,800,2,16013
539111,2010-12-16 11:11:00,2010-12,United Kingdom,United Kingdom,Weekday,217.2,146,8,14414
539112,2010-12-16 11:15:00,2010-12,United Kingdom,United Kingdom,Weekday,328.77,119,19,13468
539113,2010-12-16 11:24:00,2010-12,France,International,Weekday,4.949999999999999,3,1,12494
539118,2010-12-16 11:27:00,2010-12,United Kingdom,United Kingdom,Weekday,270.19,315,22,15563
539142,2010-12-16 11:35:00,2010-12,United Kingdom,United Kingdom,Weekday,164.6,107,8,14849
539143,2010-12-16 11:35:00,2010-12,United Kingdom,United Kingdom,Weekday,46.45,11,3,14849
539144,2010-12-16 11:36:00,2010-12,United Kingdom,United Kingdom,Weekday,889.32,100,3,12980
539160,2010-12-16 11:43:00,2010-12,United Kingdom,United Kingdom,Weekday,311.64,236,11,16746
539181,2010-12-16 11:51:00,2010-12,United Kingdom,United Kingdom,Weekday,131.96,72,30,12748
539185,2010-12-16 11:53:00,2010-12,United Kingdom,United Kingdom,Weekday,216.34,99,39,16470
539196,2010-12-16 12:09:00,2010-12,United Kingdom,United Kingdom,Weekday,750.64,252,35,18055
539201,2010-12-16 12:11:00,2010-12,United Kingdom,United Kingdom,Weekday,322.01,135,13,14878
539211,2010-12-16 12:15:00,2010-12,United Kingdom,United Kingdom,Weekday,430.28000000000003,338,30,16743
539212,2010-12-16 12:20:00,2010-12,United Kingdom,United Kingdom,Weekday,298.25,91,16,17146
539213,2010-12-16 12:23:00,2010-12,United Kingdom,United Kingdom,Weekday,150.06,170,14,12877
539214,2010-12-16 12:31:00,2010-12,United Kingdom,United Kingdom,Weekday,141.3,78,13,17062
539215,2010-12-16 12:42:00,2010-12,United Kingdom,United Kingdom,Weekday,210.75,126,37,15574
539216,2010-12-16 12:42:00,2010-12,United Kingdom,United Kingdom,Weekday,16.15,3,2,12748
539217,2010-12-16 12:46:00,2010-12,United Kingdom,United Kingdom,Weekday,587.66,242,24,15394
539218,2010-12-16 12:48:00,2010-12,United Kingdom,United Kingdom,Weekday,3.75,1,1,15574
539219,2010-12-16 12:55:00,2010-12,United Kingdom,United Kingdom,Weekday,114.0,102,4,17951
539220,2010-12-16 12:56:00,2010-12,United Kingdom,United Kingdom,Weekday,118.34,25,22,
539222,2010-12-16 13:00:00,2010-12,United Kingdom,United Kingdom,Weekday,305.7,130,16,14621
539223,2010-12-16 13:00:00,2010-12,United Kingdom,United Kingdom,Weekday,2.5,2,2,
539225,2010-12-16 13:02:00,2010-12,United Kingdom,United Kingdom,Weekday,1491.46,768,61,15379
539226,2010-12-16 13:05:00,2010-12,United Kingdom,United Kingdom,Weekday,147.75,103,6,14309
539240,2010-12-16 13:15:00,2010-12,United Kingdom,United Kingdom,Weekday,843.78,902,44,15194
539242,2010-12-16 13:16:00,2010-12,United Kingdom,United Kingdom,Weekday,36.08,44,9,
539243,2010-12-16 13:21:00,2010-12,United Kingdom,United Kingdom,Weekday,172.2,46,28,18116
539245,2010-12-16 13:25:00,2010-12,United Kingdom,United Kingdom,Weekday,81.44,32,29,
539246,2010-12-16 13:33:00,2010-12,United Kingdom,United Kingdom,Weekday,104.48,37,19,14606
539247,2010-12-16 13:33:00,2010-12,United Kingdom,United Kingdom,Weekday,228.5,126,16,15311
539248,2010-12-16 13:33:00,2010-12,United Kingdom,United Kingdom,Weekday,133.56,156,7,17288
539249,2010-12-16 13:43:00,2010-12,United Kingdom,United Kingdom,Weekday,314.1,108,15,14709
539250,2010-12-16 13:44:00,2010-12,United Kingdom,United Kingdom,Weekday,1085.46,1078,54,15157
539252,2010-12-16 14:17:00,2010-12,United Kingdom,United Kingdom,Weekday,377.52,544,19,17744
539254,2010-12-16 14:25:00,2010-12,United Kingdom,United Kingdom,Weekday,243.11999999999998,216,7,13199
539255,2010-12-16 14:26:00,2010-12,United Kingdom,United Kingdom,Weekday,308.21999999999997,230,20,16316
539256,2010-12-16 14:27:00,2010-12,United Kingdom,United Kingdom,Weekday,468.07,269,28,15601
539257,2010-12-16 14:29:00,2010-12,United Kingdom,United Kingdom,Weekday,1722.9,532,6,16210
539259,2010-12-16 14:32:00,2010-12,United Kingdom,United Kingdom,Weekday,301.44,236,19,13050
539261,2010-12-16 14:34:00,2010-12,United Kingdom,United Kingdom,Weekday,424.49,395,31,15620
539262,2010-12-16 14:35:00,2010-12,United Kingdom,United Kingdom,Weekday,351.3,438,25,15789
539263,2010-12-16 14:36:00,2010-12,United Kingdom,United Kingdom,Weekday,332.18,169,20,16560
539264,2010-12-16 15:02:00,2010-12,United Kingdom,United Kingdom,Weekday,310.48,150,12,15224
539265,2010-12-16 15:02:00,2010-12,United Kingdom,United Kingdom,Weekday,4.95,1,1,
539266,2010-12-16 15:07:00,2010-12,United Kingdom,United Kingdom,Weekday,131.3,38,7,17068
539267,2010-12-16 15:23:00,2010-12,United Kingdom,United Kingdom,Weekday,253.5,130,9,13534
539268,2010-12-16 15:24:00,2010-12,United Kingdom,United Kingdom,Weekday,29.700000000000003,6,2,13534
539269,2010-12-16 15:27:00,2010-12,United Kingdom,United Kingdom,Weekday,46.85,11,3,17580
539272,2010-12-16 15:29:00,2010-12,United Kingdom,United Kingdom,Weekday,97.24000000000001,32,4,15759
539275,2010-12-16 15:34:00,2010-12,United Kingdom,United Kingdom,Weekday,403.79999999999995,156,6,13408
539280,2010-12-16 15:40:00,2010-12,United Kingdom,United Kingdom,Weekday,76.55,17,4,14373
539281,2010-12-16 15:45:00,2010-12,United Kingdom,United Kingdom,Weekday,476.35,283,30,18176
539282,2010-12-16 15:45:00,2010-12,United Kingdom,United Kingdom,Weekday,131.4,64,6,16770
539283,2010-12-16 15:47:00,2010-12,United Kingdom,United Kingdom,Weekday,250.65,95,13,14092
539285,2010-12-16 15:59:00,2010-12,United Kingdom,United Kingdom,Weekday,105.54,61,8,15366
539286,2010-12-16 16:05:00,2010-12,United Kingdom,United Kingdom,Weekday,252.2,68,5,14735
539288,2010-12-16 16:28:00,2010-12,United Kingdom,United Kingdom,Weekday,5.5,10,1,17857
539290,2010-12-16 16:36:00,2010-12,United Kingdom,United Kingdom,Weekday,133.22,128,16,16271
539292,2010-12-16 16:42:00,2010-12,United Kingdom,United Kingdom,Weekday,304.9,54,9,16539
539293,2010-12-16 16:42:00,2010-12,United Kingdom,United Kingdom,Weekday,501.69,195,21,18223
539294,2010-12-16 16:45:00,2010-12,United Kingdom,United Kingdom,Weekday,353.8,91,48,15532
539295,2010-12-16 16:54:00,2010-12,United Kingdom,United Kingdom,Weekday,348.8,168,10,13767
539296,2010-12-16 17:01:00,2010-12,United Kingdom,United Kingdom,Weekday,75.78,48,5,16816
539297,2010-12-16 17:20:00,2010-12,United Kingdom,United Kingdom,Weekday,147.9,76,10,17691
539298,2010-12-16 17:29:00,2010-12,United Kingdom,United Kingdom,Weekday,136.25,29,9,14180
539299,2010-12-16 17:30:00,2010-12,United Kingdom,United Kingdom,Weekday,218.85,31,11,14180
539300,2010-12-16 17:31:00,2010-12,United Kingdom,United Kingdom,Weekday,72.59,38,16,
539303,2010-12-16 17:34:00,2010-12,United Kingdom,United Kingdom,Weekday,436.86,202,8,16684
539304,2010-12-16 17:36:00,2010-12,United Kingdom,United Kingdom,Weekday,302.40000000000003,144,1,16684
539305,2010-12-16 17:37:00,2010-12,United Kingdom,United Kingdom,Weekday,320.15,225,20,14334
539306,2010-12-16 17:38:00,2010-12,United Kingdom,United Kingdom,Weekday,112.15,21,5,17659
539307,2010-12-16 17:43:00,2010-12,United Kingdom,United Kingdom,Weekday,2054.92,2856,40,13694
539308,2010-12-16 17:48:00,2010-12,United Kingdom,United Kingdom,Weekday,250.46,160,13,17412
539309,2010-12-16 17:49:00,2010-12,United Kingdom,United Kingdom,Weekday,279.85,157,19,16945
539310,2010-12-16 17:51:00,2010-12,United Kingdom,United Kingdom,Weekday,15.0,4,1,14344
539311,2010-12-16 17:53:00,2010-12,United Kingdom,United Kingdom,Weekday,357.94,386,15,14643
539312,2010-12-16 18:01:00,2010-12,United Kingdom,United Kingdom,Weekday,556.5,78,3,15197
539313,2010-12-16 18:18:00,2010-12,United Kingdom,United Kingdom,Weekday,312.98,134,11,14220
539314,2010-12-16 18:20:00,2010-12,United Kingdom,United Kingdom,Weekday,540.45,180,18,13874
539315,2010-12-16 18:23:00,2010-12,United Kingdom,United Kingdom,Weekday,230.70000000000002,58,11,18260
539316,2010-12-16 18:38:00,2010-12,United Kingdom,United Kingdom,Weekday,97.3,22,5,17848
539317,2010-12-16 19:04:00,2010-12,United Kingdom,United Kingdom,Weekday,271.77,178,41,17392
539318,2010-12-16 19:09:00,2010-12,Finland,International,Weekday,892.8,1254,13,12348
539319,2010-12-16 19:10:00,2010-12,United Kingdom,United Kingdom,Weekday,292.5,78,4,12967
539320,2010-12-16 19:16:00,2010-12,EIRE,International,Weekday,707.0600000000001,358,18,14911
539321,2010-12-16 19:19:00,2010-12,United Kingdom,United Kingdom,Weekday,208.46,85,40,14723
539322,2010-12-16 19:22:00,2010-12,United Kingdom,United Kingdom,Weekday,126.9,77,19,14713
539323,2010-12-16 19:24:00,2010-12,United Kingdom,United Kingdom,Weekday,3.42,6,3,
539324,2010-12-16 19:51:00,2010-12,United Kingdom,United Kingdom,Weekday,119.77,85,45,14985
539325,2010-12-17 08:20:00,2010-12,United Kingdom,United Kingdom,Weekday,357.01,255,23,13004
539326,2010-12-17 09:22:00,2010-12,United Kingdom,United Kingdom,Weekday,408.16999999999996,69,14,14560
539327,2010-12-17 09:24:00,2010-12,Germany,International,Weekday,198.3,43,5,12600
539328,2010-12-17 09:37:00,2010-12,United Kingdom,United Kingdom,Weekday,300.04,212,8,13854
539330,2010-12-17 09:38:00,2010-12,Austria,International,Weekday,277.2,51,8,12370
539331,2010-12-17 09:39:00,2010-12,United Kingdom,United Kingdom,Weekday,216.0,300,1,16013
539332,2010-12-17 09:45:00,2010-12,United Kingdom,United Kingdom,Weekday,144.0,200,1,12931
539333,2010-12-17 09:52:00,2010-12,United Kingdom,United Kingdom,Weekday,311.19,197,20,13627
539334,2010-12-17 10:12:00,2010-12,United Kingdom,United Kingdom,Weekday,25.95,10,10,12748
539335,2010-12-17 10:32:00,2010-12,United Kingdom,United Kingdom,Weekday,320.1,46,4,15291
539336,2010-12-17 10:34:00,2010-12,United Kingdom,United Kingdom,Weekday,115.9,58,4,17790
539337,2010-12-17 10:46:00,2010-12,EIRE,International,Weekday,670.38,327,29,
539338,2010-12-17 10:54:00,2010-12,Sweden,International,Weekday,2646.2999999999997,3714,25,17404
539351,2010-12-17 11:23:00,2010-12,Spain,International,Weekday,168.0,100,10,12551
539353,2010-12-17 11:30:00,2010-12,Portugal,International,Weekday,463.5,193,22,12782
539374,2010-12-17 11:40:00,2010-12,United Kingdom,United Kingdom,Weekday,347.01,189,22,14769
539379,2010-12-17 11:43:00,2010-12,United Kingdom,United Kingdom,Weekday,177.15,65,12,15780
539391,2010-12-17 11:51:00,2010-12,Belgium,International,Weekday,291.34,60,11,12417
539395,2010-12-17 11:52:00,2010-12,Germany,International,Weekday,1484.25,444,27,12471
539398,2010-12-17 11:53:00,2010-12,Germany,International,Weekday,29.700000000000003,6,1,12471
539400,2010-12-17 12:00:00,2010-12,United Kingdom,United Kingdom,Weekday,53.400000000000006,24,3,12971
539401,2010-12-17 12:02:00,2010-12,Germany,International,Weekday,792.99,133,7,12709
539403,2010-12-17 12:21:00,2010-12,Germany,International,Weekday,224.8,83,11,12647
539404,2010-12-17 12:24:00,2010-12,United Kingdom,United Kingdom,Weekday,108.92,60,27,17315
539405,2010-12-17 12:38:00,2010-12,Germany,International,Weekday,919.04,328,18,12621
539406,2010-12-17 12:43:00,2010-12,United Kingdom,United Kingdom,Weekday,214.20000000000002,36,1,16711
539407,2010-12-17 12:56:00,2010-12,France,International,Weekday,170.28,333,6,12726
539408,2010-12-17 12:56:00,2010-12,Germany,International,Weekday,183.74,224,15,12720
539410,2010-12-17 13:17:00,2010-12,United Kingdom,United Kingdom,Weekday,102.0,24,1,16353
539411,2010-12-17 13:29:00,2010-12,United Kingdom,United Kingdom,Weekday,258.7,114,11,14243
539412,2010-12-17 13:39:00,2010-12,United Kingdom,United Kingdom,Weekday,16.85,12,4,
539414,2010-12-17 13:45:00,2010-12,United Kingdom,United Kingdom,Weekday,212.61,100,40,16931
539415,2010-12-17 13:49:00,2010-12,United Kingdom,United Kingdom,Weekday,316.58,258,9,15204
539416,2010-12-17 13:56:00,2010-12,United Kingdom,United Kingdom,Weekday,29.43,52,3,17888
539417,2010-12-17 13:57:00,2010-12,United Kingdom,United Kingdom,Weekday,72.0,32,4,17007
539418,2010-12-17 13:58:00,2010-12,United Kingdom,United Kingdom,Weekday,135.12,72,8,17007
539419,2010-12-17 14:10:00,2010-12,Australia,International,Weekday,348.2,136,9,12431
539420,2010-12-17 14:15:00,2010-12,United Kingdom,United Kingdom,Weekday,158.16,84,4,15160
539421,2010-12-17 14:21:00,2010-12,EIRE,International,Weekday,753.74,374,39,14016
539422,2010-12-17 14:23:00,2010-12,United Kingdom,United Kingdom,Weekday,190.55,83,11,13033
539423,2010-12-17 14:24:00,2010-12,United Kingdom,United Kingdom,Weekday,148.95,33,7,15811
539434,2010-12-17 14:41:00,2010-12,United Kingdom,United Kingdom,Weekday,4700.4,1043,460,
539435,2010-12-17 14:46:00,2010-12,France,International,Weekday,180.0,65,5,12691
539436,2010-12-17 14:49:00,2010-12,United Kingdom,United Kingdom,Weekday,4390.32,833,434,
539437,2010-12-17 14:54:00,2010-12,United Kingdom,United Kingdom,Weekday,5946.49,1310,516,
539439,2010-12-17 15:14:00,2010-12,United Kingdom,United Kingdom,Weekday,323.62,156,21,13869
539440,2010-12-17 15:15:00,2010-12,United Kingdom,United Kingdom,Weekday,250.0,2,1,16607
539441,2010-12-17 15:30:00,2010-12,United Kingdom,United Kingdom,Weekday,0.42,1,1,
539442,2010-12-17 15:39:00,2010-12,United Kingdom,United Kingdom,Weekday,311.15000000000003,127,15,16558
539443,2010-12-17 15:52:00,2010-12,United Kingdom,United Kingdom,Weekday,668.88,304,6,14031
539444,2010-12-17 15:52:00,2010-12,United Kingdom,United Kingdom,Weekday,1241.43,551,35,14146
539445,2010-12-17 15:57:00,2010-12,United Kingdom,United Kingdom,Weekday,323.38,54,6,17865
539446,2010-12-17 15:58:00,2010-12,Germany,International,Weekday,858.0,397,30,12705
539447,2010-12-17 16:00:00,2010-12,Belgium,International,Weekday,333.82,225,19,12395
539449,2010-12-17 16:30:00,2010-12,United Kingdom,United Kingdom,Weekday,5.05,3,3,
539450,2010-12-17 16:53:00,2010-12,United Kingdom,United Kingdom,Weekday,196.75,78,27,15570
539451,2010-12-17 16:59:00,2010-12,United Kingdom,United Kingdom,Weekday,4537.15,834,439,
539452,2010-12-17 17:06:00,2010-12,United Kingdom,United Kingdom,Weekday,741.22,266,9,15856
539453,2010-12-17 17:08:00,2010-12,United Kingdom,United Kingdom,Weekday,5022.16,1121,455,
539454,2010-12-17 17:12:00,2010-12,United Kingdom,United Kingdom,Weekday,196.78,66,9,17377
539455,2010-12-17 17:17:00,2010-12,United Kingdom,United Kingdom,Weekday,121.02,87,27,12748
539456,2010-12-17 17:23:00,2010-12,United Kingdom,United Kingdom,Weekday,177.95,35,27,16885
539457,2010-12-17 17:24:00,2010-12,United Kingdom,United Kingdom,Weekday,29.8,10,8,
539458,2010-12-17 17:30:00,2010-12,United Kingdom,United Kingdom,Weekday,52.75,46,22,
539459,2010-12-17 17:33:00,2010-12,United Kingdom,United Kingdom,Weekday,334.84000000000003,167,14,12839
539460,2010-12-17 18:07:00,2010-12,United Kingdom,United Kingdom,Weekday,33.0,20,1,12931
539461,2010-12-19 10:21:00,2010-12,United Kingdom,United Kingdom,Weekend,244.55,89,13,17243
539462,2010-12-19 11:19:00,2010-12,United Kingdom,United Kingdom,Weekend,315.56,213,15,14032
