description,total_revenue,units_sold,orders,average_unit_price
POPPY'S PLAYHOUSE BATHROOM,2080.85,954,227,2.4989956331877727
IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,159,3.9519374999999997
VILLAGE SHOW WALL ART,2072.42,386,18,5.735555555555556
WHITE BROCANTE SOAP DISH,2070.9,706,121,3.319105691056911
SOAP DISH BROCANTE,2070.73,719,110,3.2954545454545454
SET 36 COLOURING PENCILS DOILY,2070.35,1485,147,1.5463758389261746
SET 8 CANDLES VINTAGE DOILY,2070.1,1060,107,2.0720183486238533
FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,117,1.5737606837606837
BAKING MOULD ROSE MILK CHOCOLATE,2066.82,690,65,3.8047692307692307
DOLLY GIRL CHILDRENS CUP,2059.03,1634,195,1.5237244897959183
36 FOIL STAR CAKE CASES,2053.3500000000004,1040,134,2.3133823529411766
MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,69,2.2659420289855072
ENGLISH ROSE GARDEN SECATEURS,2048.66,2018,212,1.5555555555555556
UNION JACK FLAG PASSPORT COVER,2041.69,828,184,2.863763440860215
FUNKY WASHING UP GLOVES ASSORTED,2041.5200000000002,971,198,2.3687192118226603
DOORMAT NEIGHBOURHOOD WITCH,2038.39,279,95,10.092842105263157
KEY RING BASEBALL BOOT ASSORTED,2038.33,1626,98,1.3861764705882351
IVORY EMBROIDERED QUILT,2038.0900000000001,54,31,38.972903225806455
T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,101,3.961287128712871
BROCANTE COAT RACK,2025.96,220,60,12.059666666666665
METAL SIGN EMPIRE TEA,2020.91,1549,228,2.34704347826087
SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.1399999999999,1447,89,1.6910112359550562
GREEN POLKADOT BOWL,2016.23,1563,205,1.5633009708737866
KEEP CALM WALL ART,2015.97,269,20,7.9465
WRAP CHRISTMAS VILLAGE,2014.42,4901,142,0.4184507042253521
DOLLY GIRL CHILDRENS BOWL,2013.7,1622,191,1.5367708333333334
OVEN MITT APPLES DESIGN,2013.1,1350,211,1.8147641509433963
WHITE WIRE EGG HOLDER,2012.74,312,76,7.74987012987013
CABIN BAG VINTAGE PAISLEY,2010.12,99,34,22.510882352941177
HOT STUFF HOT WATER BOTTLE,2008.38,594,89,4.198539325842697
SMALL DECO JEWELLERY STAND,2005.81,243,79,8.972278481012658
STAR T-LIGHT HOLDER WILLIE WINKIE,2004.9999999999998,1180,119,2.0156666666666667
RIBBON REEL POLKADOTS,2003.48,1206,155,1.9770063694267515
STORAGE TIN VINTAGE LEAF,2003.1000000000001,772,104,2.9224770642201836
EASTER TIN BUNNY BOUQUET,2003.07,1203,158,1.9235
GLASS JAR DIGESTIVE BISCUITS,2001.32,616,164,4.1715757575757575
BAKING MOULD TOFFEE CUP CHOCOLATE,2000.88,884,72,2.708472222222222
"FEATHER PEN,HOT PINK",2000.06,3842,239,0.6593305439330543
RED STAR CARD HOLDER,1997.48,848,149,3.0438666666666667
COSY HOUR CIGAR BOX MATCHES,1996.1399999999999,1374,146,1.2598692810457515
YELLOW GIANT GARDEN THERMOMETER,1993.75,288,115,7.784695652173913
OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,82,4.176585365853659
WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.0199999999998,5167,338,0.5163896848137536
SMALL MARSHMALLOWS PINK BOWL,1982.98,3748,447,0.679671052631579
VINTAGE UNION JACK CUSHION COVER,1982.64,380,104,5.838846153846154
HOT WATER BOTTLE SEX BOMB,1982.0500000000002,450,102,5.005242718446602
FAIRY TALE COTTAGE NIGHT LIGHT,1979.34,976,115,2.5624137931034485
SANDALWOOD FAN,1978.6399999999999,2090,145,1.2422758620689656
CHARLIE+LOLA RED HOT WATER BOTTLE,1976.54,431,165,4.596385542168675
MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,183,1.7795212765957447
SET 12 RETRO WHITE CHALK STICKS,1973.49,4599,359,0.5460273972602739
WATERING CAN GARDEN MARKER,1967.9,1364,127,1.7803937007874016
BAKING MOULD HEART WHITE CHOCOLATE,1963.3,813,129,2.8299999999999996
RED SPOT PAPER GIFT BAG,1962.83,2456,131,0.867175572519084
FILIGREE HEART BIRD WHITE,1960.0,1492,125,1.7907142857142857
ZINC T-LIGHT HOLDER STAR LARGE,1956.6799999999998,2060,167,1.0807142857142857
OFFICE MUG WARMER POLKADOT,1950.4900000000002,645,131,3.6210526315789475
JAZZ HEARTS PURSE NOTEBOOK,1944.6299999999999,4425,277,0.5452577319587628
3 TIER SWEETHEART GARDEN SHELF,1938.2500000000002,55,43,35.67093023255814
SET OF 4 NAPKIN CHARMS HEARTS,1935.1599999999999,805,148,2.7926490066225167
METAL SIGN NEIGHBOURHOOD WITCH,1931.8500000000001,911,147,2.5650675675675676
SET OF 16 VINTAGE SKY BLUE CUTLERY,1931.1699999999998,178,66,12.521363636363636
WRAP DOILEY DESIGN,1927.26,4703,164,0.41853658536585364
LE GRAND TRAY CHIC SET,1924.92,152,79,12.815443037974683
WHITE BELL HONEYCOMB PAPER,1923.2899999999997,1092,88,2.4459340659340656
FRYING PAN RED RETROSPOT,1922.34,466,166,5.3020481927710845
CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,129,5.957364341085271
SWISS ROLL TOWEL PINK SPOTS,1913.6899999999998,706,39,3.641282051282051
SET/3 ROSE CANDLE IN JEWELLED BOX,1911.8899999999999,401,112,5.833716814159293
APPLE BATH SPONGE,1911.17,1336,229,1.8230172413793104
HANGING CHICK CREAM DECORATION,1906.02,1289,120,1.6335245901639344
CHRISTMAS GINGHAM TREE,1905.7699999999998,2006,196,1.1763959390862944
KNICKERBOCKERGLORY MAGNET ASSORTED,1904.77,2221,135,1.472074074074074
VINTAGE JINGLE BELLS HEART,1897.76,228,78,8.462151898734177
WRAP 50'S CHRISTMAS,1892.46,4563,149,0.41919999999999996
ALUMINIUM STAMPED HEART,1892.2300000000002,779,130,2.589848484848485
VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,198,1.669396984924623
SET OF 3 COLOURED FLYING DUCKS,1888.1000000000001,394,39,5.244871794871795
RETROSPOT WOODEN HEART DECORATION,1886.28,2076,246,1.1022619047619047
PINK POLKADOT GARDEN PARASOL,1885.27,228,97,9.890927835051546
FELTCRAFT BOY JEAN-PAUL KIT,1884.76,366,127,5.303149606299213
3 RAFFIA RIBBONS 50'S CHRISTMAS,1884.17,2095,199,0.8802
WHITE JEWELLED HEART DECORATION,1882.1499999999999,2146,162,1.1002958579881656
12 PENCILS TALL TUBE SKULLS,1880.6699999999998,2151,256,0.957104247104247
DAIRY MAID LARGE MILK JUG,1879.18,370,155,5.459615384615385
POSTE FRANCE CUSHION COVER,1877.65,435,150,4.954210526315789
TEA PARTY BIRTHDAY CARD,1873.71,4368,362,0.5336263736263736
MAGIC DRAWING SLATE SPACEBOY,1871.12,4496,261,0.5057142857142857
LARGE POPCORN HOLDER,1870.9099999999999,1025,86,2.2325581395348837
VINTAGE GLASS T-LIGHT HOLDER,1870.0299999999997,2237,149,0.9790131578947369
PARLOUR CERAMIC WALL HOOK,1869.0000000000002,450,75,4.255066666666667
LOVE HEART POCKET WARMER,1863.98,2702,120,1.7202459016393443
PACK OF 6 SKULL PAPER PLATES,1862.75,2321,193,1.0186153846153847
EASTER TIN KEEPSAKE,1860.7799999999997,1126,136,1.9434306569343065
SET/3 OCEAN SCENT CANDLE JEWEL BOX,1855.37,399,114,5.47
ENAMEL FIRE BUCKET CREAM,1854.76,246,114,8.209649122807017
I CAN ONLY PLEASE ONE PERSON MUG,1851.46,1407,163,1.5759393939393938
CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,86,10.015581395348836
CHRISTMAS METAL POSTCARD WITH BELLS,1843.64,3375,111,1.318859649122807
SET OF 6 FUNKY BEAKERS,1843.6100000000001,551,162,4.164846625766871
PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,0.46322404371584697
GENTLEMAN SHIRT REPAIR KIT,1837.4699999999998,2166,170,1.1379411764705882
IF YOU CAN'T STAND THE HEAT MUG,1834.3,1618,116,1.6102586206896552
FAIRY CAKE DESIGN UMBRELLA,1832.42,454,134,5.066865671641791
PINK HEART SHAPE LOVE BUCKET,1831.6200000000001,1042,123,3.216341463414634
LED TEA LIGHTS,1826.76,634,65,3.2733333333333334
CARD DOLLY GIRL,1822.2,4435,312,0.5486261980830671
CAKE PLATE LOVEBIRD PINK,1821.6100000000001,441,78,5.30493670886076
RED PAPER PARASOL,1819.76,644,84,3.3333333333333335
CITRONELLA CANDLE FLOWERPOT,1817.74,786,157,2.5079874213836475
FRYING PAN PINK POLKADOT,1809.48,398,140,5.907163120567375
SET OF 4 FAIRY CAKE PLACEMATS,1808.75,741,128,3.6075000000000004
MAGIC DRAWING SLATE PURDEY,1803.95,4752,156,0.44031847133757956
3 ROSE MORRIS BOXED CANDLES,1800.0,1129,158,2.2984848484848484
REGENCY TEA SPOON,1794.48,1450,76,1.4881578947368421
CHOCOLATE CALCULATOR,1790.1,954,198,2.34964824120603
GREEN POLKADOT PLATE,1787.1999999999998,1075,128,2.006124031007752
REX CASH+CARRY JUMBO SHOPPER,1784.1,1878,871,0.95
BROCANTE SHELF WITH HOOKS,1781.82,162,76,11.533157894736842
LAVENDER SCENTED FABRIC HEART,1778.08,1341,138,1.9399280575539566
BLUE REFECTORY CLOCK,1777.46,173,82,11.226951219512195
MINIATURE ANTIQUE ROSE HOOK IVORY,1775.5099999999998,2091,243,0.9144
WRAP I LOVE LONDON,1774.42,4501,104,0.4163461538461538
TEA TIME TABLE CLOTH,1769.25,187,33,12.030000000000001
ROSE 3 WICK MORRIS BOX CANDLE,1769.13,1138,131,2.5615555555555556
BASKET OF TOADSTOOLS,1767.15,1430,130,1.5737404580152672
DOCTOR'S BAG SOFT TOY,1765.3999999999999,184,72,10.123333333333333
TOOL BOX SOFT TOY,1764.6399999999999,178,105,10.455428571428572
MONSTERS STENCIL CRAFT,1763.3700000000001,1413,211,1.366824644549763
SET OF 4 ENGLISH ROSE COASTERS,1760.8,1249,279,1.846085409252669
MEASURING TAPE BABUSHKA PINK,1760.3100000000002,722,144,2.3233561643835614
OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,3.962148148148148
DOG BOWL VINTAGE CREAM,1757.8799999999999,390,125,4.6368
SET 36 COLOUR PENCILS DOLLY GIRL,1750.29,1389,147,1.6135761589403974
SET OF 12 T-LIGHTS VINTAGE DOILY,1747.51,929,73,1.9891780821917808
GARLAND WITH HEARTS AND BELLS,1746.27,393,100,5.1794
HOME SWEET HOME HANGING HEART,1745.55,1914,225,1.1070085470085471
STRAWBERRY BATH SPONGE,1745.43,1232,228,1.7937554585152837
RETROSPOT SMALL TUBE MATCHES,1743.35,1059,146,1.6487012987012986
12 PENCILS TALL TUBE WOODLAND,1740.57,1974,249,0.96316
SILVER STARS TABLE DECORATION,1739.6299999999999,2031,213,0.9744859813084111
PETIT TRAY CHIC,1736.6899999999998,1033,146,2.027808219178082
SET OF 16 VINTAGE RED CUTLERY,1736.35,160,58,12.856379310344828
PEACE WOODEN BLOCK LETTERS,1734.8700000000001,345,106,6.319629629629629
BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,82,9.421463414634145
PARTY CHARMS 50 PIECES,1726.09,2251,133,1.0386029411764706
DINOSAURS WRITING SET,1723.6899999999998,941,287,2.1594791666666664
SET OF 16 VINTAGE BLACK CUTLERY,1722.74,140,50,14.076199999999998
KINGS CHOICE GIANT TUBE MATCHES,1721.85,743,67,2.5029850746268654
DAIRY MAID STRIPE MUG,1720.3000000000002,1906,82,1.101219512195122
WHEELBARROW FOR CHILDREN,1720.26,125,79,14.447468354430379
SET OF 12 VINTAGE POSTCARD SET,1718.5400000000002,2180,143,1.3232167832167832
MINI JIGSAW SPACEBOY,1714.9199999999998,4518,175,0.5311363636363636
S/4 PINK FLOWER CANDLES IN BOWL,1712.6,920,185,2.1776842105263157
HANGING HEART MIRROR DECORATION,1708.0700000000002,2341,289,0.8917940199335549
BAKING MOULD EASTER EGG WHITE CHOC,1707.47,589,78,3.2253846153846157
GEORGIAN TRINKET BOX,1706.5,143,61,12.411475409836067
SET 12 KIDS WHITE CHALK STICKS,1701.93,4151,225,0.49755555555555553
MULTICOLOUR SPRING FLOWER MUG,1695.86,2544,135,2.6641176470588235
ROBOT BIRTHDAY CARD,1695.32,3929,354,0.5297183098591549
FRENCH TOILET SIGN BLUE METAL,1692.72,1346,187,1.5178421052631579
CARD MOTORBIKE SANTA,1691.76,3987,266,0.4599253731343283
AFGHAN SLIPPER SOCK PAIR,1690.5500000000002,519,22,3.4272727272727277
SKULLS WATER TRANSFER TATTOOS,1687.6799999999998,1972,174,1.1164
WRAP SUKI AND FRIENDS,1687.5,4075,134,0.41955223880597015
SKULL AND CROSSBONES GARLAND,1684.85,1067,132,1.6689473684210525
SET 12 COLOUR PENCILS DOLLY GIRL,1679.5500000000002,2379,232,0.784322033898305
SKULLS PARTY BAG + STICKER SET,1677.9999999999998,1032,148,1.798724832214765
RED COAT RACK PARIS FASHION,1673.15,352,112,5.552053571428572
LIPSTICK PEN RED,1673.1,3338,272,0.6032490974729242
JINGLE BELL HEART ANTIQUE GOLD,1670.0800000000002,777,102,2.395631067961165
HEART DECORATION PAINTED ZINC,1668.89,2380,225,0.9153478260869565
BLUE POLKADOT GARDEN PARASOL,1668.49,200,89,9.208988764044944
6 RIBBONS EMPIRE,1667.8799999999999,1259,225,1.611858407079646
SAVE THE PLANET COTTON TOTE BAG,1664.8999999999999,720,175,2.7186285714285714
PINK HANGING HEART T-LIGHT HOLDER,1664.16,880,76,3.3044736842105267
DAISY GARDEN MARKER,1658.57,1139,98,1.7758163265306122
WOODLAND DESIGN COTTON TOTE BAG,1657.76,746,127,2.5840944881889762
SUNSET CHECK HAMMOCK,1657.42,192,62,10.798870967741935
T-LIGHT HOLDER SWEETHEART HANGING,1657.02,844,138,2.159928057553957
CAT BOWL VINTAGE CREAM,1655.96,472,116,3.6286206896551727
CHARLIE + LOLA BISCUITS TINS,1653.97,553,118,5.551864406779661
PACK OF 12 WOODLAND TISSUES,1651.3,5468,271,0.48146520146520144
PLAYING CARDS I LOVE LONDON,1651.29,1200,115,1.3546153846153848
"SWISS ROLL TOWEL, CHOCOLATE SPOTS",1651.02,900,94,2.9389473684210525
SILVER RECORD COVER FRAME,1649.6399999999999,365,41,6.041219512195122
HEART T-LIGHT HOLDER WILLIE WINKIE,1649.0499999999997,969,112,1.8786725663716815
SET OF 2 CERAMIC PAINTED HEARTS,1646.32,1174,125,1.501171875
HEART DECORATION RUSTIC HANGING,1645.75,5083,340,0.5981792717086835
3 WHITE CHOC MORRIS BOXED CANDLES,1637.07,946,121,2.765934959349593
ANGEL DECORATION 3 BUTTONS,1636.67,3745,162,0.5443373493975904
HANGING BUTTERFLY T-LIGHT HOLDER,1636.36,1328,73,2.409054054054054
SPACEBOY TV DINNER TRAY,1636.27,303,132,6.867651515151515
SET 12 COLOURING PENCILS DOILY,1636.1000000000001,2200,191,0.8190721649484536
CHILDRENS TOY COOKING UTENSIL SET,1633.81,746,168,2.5796470588235296
FOLKART STAR CHRISTMAS DECORATIONS,1633.6699999999998,3581,131,0.588358208955224
AIRLINE BAG VINTAGE JET SET BROWN,1626.54,346,167,5.227005988023952
SPACEBOY CHILDRENS EGG CUP,1624.63,1204,186,1.544627659574468
I LOVE LONDON MINI BACKPACK,1624.02,388,86,4.616666666666667
SWEETHEART WIRE FRUIT BOWL,1623.08,207,89,8.717191011235956
TV DINNER TRAY VINTAGE PAISLEY,1623.04,503,112,5.063124999999999
FAIRY CAKE BIRTHDAY CANDLE SET,1622.24,440,92,4.016630434782608
FOLDING UMBRELLA RED/WHITE POLKADOT,1616.81,346,120,4.997333333333334
PENCIL CASE LIFE IS BEAUTIFUL,1615.91,534,130,3.5214074074074078
WALL MIRROR RECTANGLE DIAMANTE PINK,1614.4,207,87,12.049080459770115
LAUREL HEART ANTIQUE SILVER,1613.82,1309,97,1.5415151515151517
STRAWBERRY HONEYCOMB GARLAND,1610.9199999999998,1290,109,1.9194594594594594
FRENCH LAUNDRY SIGN BLUE METAL,1608.6999999999998,962,144,2.1616666666666666
LADS ONLY TISSUE BOX,1605.96,1643,143,1.1489333333333334
COFFEE MUG PINK PAISLEY DESIGN,1604.58,693,51,3.0107843137254897
HANGING CHICK YELLOW DECORATION,1604.51,1136,112,1.5945689655172415
RED POLKADOT BEAKER,1603.77,3865,131,0.6057251908396946
RED VINTAGE SPOT BEAKER,1603.3899999999999,1879,198,1.03395
METAL DECORATION NAUGHTY CHILDREN,1603.29,1599,136,1.6767605633802816
HEN HOUSE DECORATION,1597.0699999999997,927,131,2.036212121212121
FILIGREE HEART DAISY WHITE,1596.67,1247,98,1.5736363636363635
ROUND STORAGE TIN VINTAGE LEAF,1593.58,864,103,2.1018446601941747
WHITE TALL PORCELAIN T-LIGHT HOLDER,1591.01,695,69,3.114782608695652
SKULL DESIGN TV DINNER TRAY,1590.82,313,138,5.9325179856115104
MAGNETS PACK OF 4 SWALLOWS,1589.12,2575,248,0.7711111111111111
VINTAGE UNION JACK PENNANT,1584.8,794,99,2.2763999999999998
SILK PURSE BABUSHKA PINK,1583.95,491,143,3.25
POLYESTER FILLER PAD 45x45cm,1582.55,1021,137,1.55
PACK OF 12 SKULL TISSUES,1582.1499999999999,5271,232,0.44693617021276594
SET 36 COLOUR PENCILS LOVE LONDON,1581.06,1105,126,1.4970542635658914
FRENCH BLUE METAL DOOR SIGN 1,1578.39,1155,199,1.6345500000000002
COWBOYS AND INDIANS BIRTHDAY CARD,1572.28,3741,274,0.5317883211678832
EMERGENCY FIRST AID TIN,1572.27,1088,245,1.9077551020408163
WOOD STAMP SET THANK YOU,1571.4899999999998,1509,280,1.277937062937063
BALLOON PUMP WITH 10 BALLOONS,1570.41,793,124,2.126451612903226
PACK OF 6 HANDBAG GIFT BOXES,1570.3999999999999,573,111,3.28875
CREAM FELT EASTER EGG BASKET,1568.9299999999998,974,114,1.7577391304347825
ROCOCO WALL MIRROR WHITE,1567.1399999999999,78,45,20.713555555555555
PAPER CHAIN KIT SKULLS,1566.99,548,97,3.175714285714286
VINTAGE SEASIDE JIGSAW PUZZLES,1565.83,398,148,4.369256756756757
OFFICE MUG WARMER PINK,1564.8300000000002,565,65,3.51179104477612
SNOWFLAKE PORTABLE TABLE LIGHT,1557.65,529,127,3.042093023255814
DAIRY MAID TRADITIONAL TEAPOT,1557.57,215,111,7.704774774774775
FRENCH KITCHEN SIGN BLUE METAL,1555.16,1240,164,1.5539156626506023
CARD CHRISTMAS VILLAGE,1550.4,3633,244,0.46090163934426226
RED RETROSPOT PURSE,1546.2700000000002,461,156,4.068333333333333
PANTRY PASTRY BRUSH,1543.77,1154,212,1.6372169811320754
CHRISTMAS RETROSPOT STAR WOOD,1543.2299999999998,1698,193,1.070969387755102
FIVE HEART HANGING DECORATION,1541.6200000000001,462,142,3.984685314685315
POTTING SHED ROSE CANDLE,1541.11,493,25,2.6156
HEART CALCULATOR,1540.59,1179,131,1.6459558823529412
SMALL HEART FLOWERS HOOK,1540.4499999999998,1761,172,1.1178612716763006
BLUE OWL SOFT TOY,1536.88,512,115,3.312735042735043
3D CHRISTMAS STAMPS STICKERS,1536.24,1172,143,1.5102083333333334
SET OF 4 SANTA PLACE SETTINGS,1531.95,1202,108,1.4116216216216215
MULTICOLOUR HONEYCOMB PAPER GARLAND,1531.1399999999999,1119,75,1.9658666666666667
REGENCY MIRROR WITH SHUTTERS,1530.0,10,7,156.42857142857142
TV DINNER TRAY DOLLY GIRL,1527.01,320,107,6.182429906542056
ANT WHITE WIRE HEART SPIRAL,1519.63,339,104,5.688076923076922
ROMANTIC PINKS RIBBONS,1518.15,1216,225,1.360086956521739
MAGIC DRAWING SLATE DOLLY GIRL,1516.46,3628,233,0.5002978723404256
MIRROR CORNICE,1515.68,94,62,16.29064516129032
EUCALYPTUS & PINECONE WREATH,1511.2600000000002,378,77,5.135454545454546
CARDHOLDER GINGHAM CHRISTMAS TREE,1509.41,413,86,4.486511627906976
LOVE LARGE WOOD LETTERS,1505.96,106,69,15.432028985507246
CALENDAR IN SEASON DESIGN,1502.2900000000002,581,110,2.78990990990991
TV DINNER TRAY AIR HOSTESS,1502.02,419,105,5.730857142857143
DISCO BALL CHRISTMAS DECORATION,1501.4,12883,215,0.16444954128440367
VINTAGE RED TRIM ENAMEL BOWL,1501.03,1155,108,1.4721296296296298
CLASSIC FRENCH STYLE BASKET GREEN,1497.72,344,76,5.041052631578947
FOLDING BUTTERFLY MIRROR HOT PINK,1495.24,1867,152,1.0685620915032679
IVORY WICKER HEART SMALL,1491.75,2271,130,0.7883823529411764
POLKADOT COFFEE CUP & SAUCER PINK,1489.01,1570,109,1.5553636363636365
HANGING FAIRY CAKE DECORATION,1484.3,820,72,2.546081081081081
SKULLS WRITING SET,1484.1299999999999,864,252,1.9820703124999999
CHRISTMAS TABLE SILVER CANDLE SPIKE,1483.61,1715,103,1.055904761904762
MILK PAN RED RETROSPOT,1483.13,403,145,4.484551724137931
MOUSE TOY WITH PINK T-SHIRT,1482.43,389,165,3.863053892215569
WOODLAND BUNNIES LOLLY MAKERS,1482.41,649,124,2.8688709677419357
12 IVORY ROSE PEG PLACE SETTINGS,1478.1,969,148,1.7138926174496645
4 VANILLA BOTANICAL CANDLES,1476.4,974,164,1.9874545454545456
SPACEBOY ROCKET LOLLY MAKERS,1475.03,662,113,2.7042982456140354
FAUX FUR CHOCOLATE THROW,1474.74,87,49,18.740408163265304
TOY TIDY DOLLY GIRL DESIGN,1472.85,713,162,2.869320987654321
FLOWER VINE RAFFIA FOOD COVER,1470.32,381,140,4.109357142857142
SET 12 COLOUR PENCILS LOVE LONDON,1463.0800000000002,1857,169,0.7943930635838151
BAG 500g SWIRLY MARBLES,1462.1699999999998,1459,141,1.8397902097902097
DANISH ROSE PHOTO FRAME,1460.81,1423,99,1.3489898989898987
DINOSAUR KEYRINGS ASSORTED,1460.74,6765,177,0.26303370786516855
CARD HOLDER LOVE BIRD LARGE,1460.5,232,84,6.810714285714286
GLAMOROUS MUG,1454.98,1292,142,1.6714685314685316
RED ENCHANTED FOREST PLACEMAT,1454.8799999999999,678,110,2.361946902654867
SAVOY ART DECO CLOCK,1453.5800000000002,239,53,10.390188679245282
WICKER WREATH LARGE,1452.55,729,151,2.3487179487179484
CHARLIE LOLA BLUE HOT WATER BOTTLE,1452.3500000000001,304,143,4.687123287671233
LARGE WHITE HONEYCOMB PAPER BELL,1451.82,562,95,3.066421052631579
ZINC STAR T-LIGHT HOLDER,1451.43,1225,47,1.5197872340425533
DRAWER KNOB CERAMIC BLACK,1448.6699999999998,979,88,1.6273333333333335
APRON APPLE DELIGHT,1446.79,285,80,5.82925
PINK PAPER PARASOL,1439.0200000000002,458,102,3.6700000000000004
CARD I LOVE LONDON,1437.36,3441,217,0.5413761467889908
FRENCH ENAMEL POT W LID,1430.63,587,115,3.4877586206896556
ICE CREAM DESIGN GARDEN PARASOL,1429.82,240,72,9.33361111111111
SET OF 4 ROSE BOTANICAL CANDLES,1429.49,881,165,2.0507185628742515
FRIDGE MAGNETS US DINER ASSORTED,1422.8999999999999,1587,102,1.7672549019607842
CAST IRON HOOK GARDEN FORK,1421.83,523,23,3.5356521739130433
BROWN CHECK CAT DOORSTOP,1421.11,290,138,5.448623188405797
BEADED CHANDELIER T-LIGHT HOLDER,1420.97,695,38,4.771578947368421
ENGLISH ROSE NOTEBOOK A7 SIZE,1420.96,3152,345,0.540458452722063
CAKE STAND VICTORIAN FILIGREE SMALL,1420.58,372,122,4.323770491803279
HANGING HEN ON NEST DECORATION,1418.82,828,114,2.0156410256410253
SILVER MUG BONE CHINA TREE OF LIFE,1415.8500000000001,1162,111,1.845840707964602
CARD BIRTHDAY COWBOY,1415.73,3487,225,0.5433333333333333
SWALLOW WOODEN CHRISTMAS DECORATION,1414.4599999999998,1538,173,1.0933333333333333
MAGIC DRAWING SLATE CIRCUS PARADE,1412.41,3382,200,0.48830845771144277
"AIRLINE LOUNGE,METAL SIGN",1408.07,711,291,2.007216494845361
"FEATHER PEN,COAL BLACK",1406.56,2688,175,0.7219886363636363
ASSORTED BOTTLE TOP MAGNETS,1406.42,3152,184,1.1675135135135135
VINTAGE RED ENAMEL TRIM PLATE,1406.2999999999997,830,80,1.891
HOME SMALL WOOD LETTERS,1403.94,243,125,6.5088372093023255
PACK OF 6 LARGE FRUIT STRAWS,1401.7,2282,151,0.7791390728476821
WOODLAND STORAGE BOX LARGE,1401.02,346,70,5.450571428571429
12 COLOURED PARTY BALLOONS,1398.51,2134,163,0.7042771084337349
IVORY CHANDELIER T-LIGHT HOLDER,1395.18,657,38,5.62125
SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,38,10.532105263157895
GROW YOUR OWN HERBS SET OF 3,1391.74,164,90,8.745333333333333
GIN & TONIC DIET GREETING CARD,1389.22,3299,246,0.510609756097561
FRENCH BLUE METAL DOOR SIGN 2,1389.07,1001,188,1.7276190476190476
CIRCUS PARADE CHILDRENS EGG CUP,1389.01,1066,143,1.5139583333333333
RED RETROSPOT PUDDING BOWL,1387.96,332,61,4.504426229508196
ROSE SCENT CANDLE IN JEWELLED BOX,1387.94,330,65,4.856666666666667
PIG KEYRING WITH LIGHT & SOUND,1386.97,1379,80,1.7235
PACK OF 12 VINTAGE CHRISTMAS TISSUE,1384.9099999999999,3039,155,0.5079245283018868
SMALL WHITE RETROSPOT MUG IN BOX,1384.3,729,86,3.8707954545454544
SET/10 IVORY POLKADOT PARTY CANDLES,1380.84,1143,154,1.185923566878981
GLASS JAR MARMALADE,1380.8,480,81,3.7919277108433738
IVORY CAFE HANGING LAMP,1380.42,116,45,12.867111111111111
VINTAGE BILLBOARD DRINK ME MUG,1380.28,991,177,1.71072625698324
RIBBON REEL SOCKS AND MITTENS,1379.21,741,136,2.5397857142857143
ZINC BOX SIGN HOME,1378.75,141,64,10.073749999999999
SET/4 SPRING FLOWER DECORATION,1376.53,1143,128,2.0197674418604654
EMPIRE GIFT WRAP,1373.5,3375,106,0.41792452830188676
WALL ART VILLAGE SHOW,1369.71,240,67,7.079253731343283
GLITTER HEART GARLAND WITH BELLS,1368.47,329,90,5.040869565217391
TRAVEL CARD WALLET TRANSPORT,1368.28,3169,278,0.5197132616487455
